titulo,valor
Chave de Fenda Ponta Chava 5/16 X 4 Tramontina,"10,44"
Chave de Fenda Ponta Chava 1/8 X 6 Tramontina,"5,51"
Chave de Fenda Ponta Chava 1/8X5 Tramontina,"5,61"
Chave De Fenda Ponta Chata 3/8 X 6 Tramontina,"11,40"
Chave De Fenda Ponta Cruzada 3/16 X 4 Tramontina,"6,56"
Chave de Fenda Ponta Cruzada 1/4 X 8 Tramontina,"9,41"
Chave De Fenda Ponta Cruzada 316 X 3 Tramontina,"6,56"
Chave de Fenda Ponta Cruzada 1/8 X 3 Tramontina,"5,23"
Chave De Fenda Ponta Cruzada 3/16X6 Tramontina,"6,56"
Chave de Fenda Ponta Cruzada 1/4 X 4 Tramontina,"8,46"
Chave de Fenda Ponta Cruzada 5/16 X 6 Tramontina,"12,26"
Chave de Fenda Ponta Cruzada 1/4 X 6 Tramontina,"8,46"
Chave de Fenda Ponta Cruzada 1/8 X 5 Tramontina,"5,61"
Chave Para Tubo  Stilson Pro Cabo Plastico 14 8Tj  Eda,"36,67"
Chave Teste Voltagem Digital 8Rm Eda,"8,46"
Chave Combinada 10Mm 42246110 Tramontina,"10,26"
Chave De Roda 17Mm 42830/917 Tramontina,"20,81"
Chave Estrela 8X9Mm 42026 102 Tramontina,"14,16"
Chave Toco Ponta Cruzada 1/4X1 1/2 Tramontina,"6,56"
Chave de Fenda Ponta Chata 1/4 X 1.1/2 Tramontina,"6,56"
Chave Toco Ponta Cruzada 3/16X1.1/2 Tramontina,"6,56"
Cortador Profissional Hd 900 Cortag,"187,15"
Cortador Vidro C/Diamante 3Eh Eda,"14,16"
Cortador Profissional Master 75 Cortag,"303,91"
Chave de Fenda Ponta Chata 3/16 X 1.1/2 Tramontina,"5,61"
"Caixa Para Ferramentas C/Divisoria 16"" Tramontina","28,41"
Colher De Pedreiro 10 77350/105 Tramontina,"19,95"
Cabo P/Enxada 150Cm 1950 Ramada,"17,96"
"Enxadao Largo C/Cabo 1,5Mt 0995 Ramada","31,26"
Enxada Larga C/Cabo 150Cm 972 Ramada,"37,91"
"Enxada Estreita C/Cabo 1,5Mt 971 Ramada","32,21"
"Enxada Estreita 2,5 com Cabo 1,45 Tramontina","39,81"
Formão Chanfrado 1.1/2 43330/109 Tramontina,"35,06"
Formao Chanfrado 3/8  Cabo Amarelo 43335/002  Tramontina,"19,95"
Esquadro 30Cm 43170/012 Tramontina,"24,61"
Cabo P/Cavadeira Reta 120Cm 1968 Ramada,"13,21"
Formao Chanfrado  7/8  Cabo Amarelo  4330/006  Tramontina,"22,71"
"Esquadro C/Cabo 12"" 2Qd Eda","11,31"
Esquadro 25Cm 43170/010 Tramontina,"22,33"
Formão Chanfrado 3/8 43330/102 Tramontina,"24,23"
Formão Chanfrado 1/4 43330/101 Tramontina,"23,75"
"Esquadro C/Cabo 10""  Nju Eda","9,41"
Formão Chanfrado 1 43330/107 Tramontina,"28,41"
Formao Chanfrado 3/4 Cabo Amarelo 43335/005 Tramontina,"20,81"
Formão Chanfrado 7/8 43330/016 Tramontina,"27,46"
Formão Chanfrado 1.1/4 43330/108 Tramontina,"33,73"
Formão Chanfrado 1/2 43330/103 Tramontina,"24,61"
Formao Chanfrado 1.1/2 Cabo Amarelo 43335/009  Tramontina,"30,40"
Formão Chanfrado 5/8 43330/104 Tramontina,"24,70"
"Cortador De Tubo 1/8 1.1/8"" 5Im Eda","18,04"
Facão Para Mato 20'' 36600/020 Tramontina,"33,16"
Facão Para Mato 16'' 26600/016 Tramontina,"28,41"
Facão Para Mato 12'' 26600/012 Tramontina,"23,66"
Facão Para Mato 10'' 26600/010 Tramontina,"20,43"
"Tesoura P/Chapa Americana 12"" 9Jk Eda","34,20"
Tesoura De Poda 78300/801 Tramontina,"19,95"
Tesoura De Poda Profissional 78304/511 Tramontina,"33,16"
Tesoura Cerca Viva 12 78330/125 Tramontina,"26,51"
Grampo P/Grampeador 8Mm C/100Pc Eda,"4,56"
Estilete 18Mm Com 2 Laminas 6Mc Eda,"7,13"
"Guincho Alavanca 1,6T Cabo De Aço 20 Metros Terra","1.414,55"
Enxadinha C/Cabo 110Cm 77806/501 Tramontina,"28,03"
Escova De Aco 6Pcs 8Zj Eda,"24,70"
Esquadro 10Cm 43171/010 Tramontina,"37,91"
Facão Para Mato 14'' 26600/014 Tramontina,"25,56"
Grampeador Prof Metal 5Wk Eda,"45,60"
"Guincho Alavanca 3,2T Cabo De Aço 20 Metros Terra","2.284,75"
Arco De Serra Mini 10  43315/012 Tramontina,"16,06"
"Carro Troley 0,5T Para Talaha Corrente Terra","269,33"
Carro Troley 1T Para Talaha Corrente Terra,"303,91"
Carro Troley 2T Para Talaha Corrente Terra,"367,56"
Carro Troley 3T Para Talha Corrente Terra,"675,45"
Chave Canhão 12mm Tubular 41450/012 Tramontina,"27,46"
Chave Ajustavel 08 41016/508 Tramontina,"43,23"
Bits Phillips N2 C/3 Un Ref 2607001511 Bosch,"21,66"
Disjuntor Unip 50A Tr3Ka Curva C Tramontina,"9,12"
Bits Fenda C/3 Un Ref 2607001459 Bosch,"21,76"
Disjuntor Unip 20A Tr3Ka Curva C Tramontina,"7,51"
Cabo Para Martelo 11009/040 Tramontina,"16,06"
,"379,91"
Disjuntor Unip 16A Tr3Ka Curva C Tramontina,"7,51"
Faca P/Plaina Bosch,"33,16"
Disjuntor Unip 10A Tr3Ka Curva C Tramontina,"7,51"
Disjuntor Unip 63A Tr3Ka Curva C Tramontina,"9,12"
Disjuntor Unip 32A Tr3Ka Curva C Tramontina,"7,51"
Disjuntor Bipolar 40A Tr3Ka Curva C Tramontina,"30,31"
Disjuntor Bipolar 63A Tr3Ka Curva C Tramontina,"30,31"
Disjuntor Bipolar 32A Tr3Ka Curva C Tramontina,"30,31"
Disjuntor Bipolar 50A Tr3Ka Curva C Tramontina,"30,31"
"Fio Cabo Indusflex 10,00mm Verde 100Mt","427,31"
Interruptor Simples + Tomada Stylus 20200/0 Ilumi,"7,51"
Conjunto Stylus 1 Interruptor Paralelo +2 Interruptor Paralelo 2026 Ilumi,"16,06"
"Fio Cabo Indusflex 4,00mm Amarelo 100Mt","149,91"
"Fio Cabo Indusflex 6,00mm Branco 100Mt","213,75"
"Fio Cabo Indusflex 6,00mm Verde 100Mt","213,75"
"Fio Cabo Indusflex 4,00mm Vermelho 100Mt","149,91"
Disjuntor Unip 40A Tr3Ka Curva C tramontina,"9,12"
"Fio Cabo Indusflex 2,5mm Verde 100Mt","85,17"
"Fio Cabo Flex 1,5mm Rolo Cinza Sil","81,70"
"Fio Cabo Flex 1,5mm  Rolo Amarelo 100Mt Sil","81,70"
"Fio Cabo Flex Sil 6,00mm Rolo Verde 100Mt","296,40"
"Fio Cabo Flex Sil 4,00Mm Rolo Branco 100Mt","196,65"
"Fio Cabo Indusflex 1,5mm Preto 100Mt","53,87"
Placa 4X4 Cega Liz 57106/021 Tramontina,"11,31"
"Fio Cabo Indusflex 1,5mm Amarelo 100Mt","53,87"
Tomada P/Teleone 4P+Rj11 57115/050 Tramontina,"9,98"
"Fio Cabo Indusflex 1,5mm Verde 100Mt","53,87"
"Fio Cabo Flex Sil 2,5mm Rolo Branco 100Mt","113,91"
"Fio Cabo Indusflex 2,5mm Branco 100Mt","85,17"
"Fio Cabo Flex 1,5mm  Rolo Azul 100Mt Sil","81,70"
"Fio Cabo Flex Sil 1,5mm Rolo Vermelho 100Mt","81,70"
"Fio Cabo Indusflex 1,5mm Azul 100Mt","53,87"
Fio Cabo Flex Sil 10mm Rolo Azul 100Mt,"512,91"
"Fio Cabo Flex Sil 2,5mm Rolo Cinza 100Mt","113,91"
"Fio Cabo Indusflex 6,00mm Azul 100Mt","213,75"
"Fio Cabo Flex Sil 4,00mm Rolo Cinza 100Mt","196,65"
"Fio Cabo Flex Sil 6,00mm Rolo Amarelo 100Mt","296,40"
"Fio Cabo Flex Sil 4,00mm Rolo Amarelo 100Mt","196,65"
Disjuntor Unip 25A Tr3Ka Curva C Tramontina,"7,51"
Disjuntor Bipolar 16A Tr3Ka Curva C Tramontina,"30,31"
Disjuntor Bipolar 10A Tr3Ka Curva C Tramontina,"30,31"
"Fio Cabo Indusflex 1,5mm Branco 100Mt","53,87"
Interruptor Simples Com 3 Teclas 2019/0 Ilumi,"10,36"
Conjunto de Sobrepor Rj11 6361 Ilumi,"7,51"
Tomada Dupla Stylus 10A 20120/0 Ilumi,"9,03"
Luva Sistema X Bco 6205 Ilumi,"1,24"
"Fio Cabo Indusflex 6,00mm Vermelho 100Mt","213,75"
Interruptor Stylus Paralelo Com 2 Teclas 2024/0 Ilumi,"12,26"
Placa Stylus 4X4 Com Furo 245B Ilumi,"3,52"
Conjunto de Sobrepor 1 Interruptor Intermediario 10A 250V 6332 Ilumi,"13,78"
Placa Stylus 4X4 Para 3 Teclas + Tomada Redonda 254K Ilumi,"3,52"
Placa Stylus 4X4 Para 2 Teclas + Tomada Redonda 253J Ilumi,"3,52"
Tomada Externa Redonda 2P+T 10A 16510 Ilumi,"4,66"
Conjunto de Sobrepor 1 Interruptor Simples + 1 Tomada 2P + Tomada 20A 6320 Ilumi,"9,22"
Conjunto de Sobrepor Tomada Rj11 6362 Ilumi,"9,98"
Conjunto de Sobrepor 2 Interruptor Bipolar 10A 250V 6331 Ilumi,"11,40"
Conjunto de Sobrepor 1 Interruptor Paralelo + 1 Tomada 2P + Tomada 10A 63280 Ilumi,"11,31"
Extensao Fio Par 2P 3M 10A Pto 17912 Ilumi,"11,88"
Extensao Fio Par 2P 5M 10A Pto 17922  Ilumi,"14,73"
Extensao Fio Par 2P 10M 10A Pto 17932 Ilumi,"22,71"
Filtro De Lilnha Com 5 Tomadas 250V 1500Va 34017 Ilumi,"26,13"
Filtro Linha Prof 5Tom Biv Bco 34011 Ilumi,"37,91"
Cotovelo 90 Sistema X Bco 6201 Ilumi,"1,52"
Cotovelo Interno Sistema X Bco 6202 Ilumi,"1,52"
Passa Fio C/Alma De Aco 10M Cortag,"28,41"
Passa Fio C/Alma De Aco 15M Cortag,"35,06"
Caixa Luz 4X2 Amarela 18791 Amanco,"2,38"
Quadro De Distribuição De Embutir 12 Disjuntores Com Barramento 17862  Amanco,"103,46"
Caixa Luz 4X4 Amarela 11556 Amanco,"4,66"
Quadro De Distribuição De Embutir 12 Disjuntores Sem Barramento Mosaico 18544 Amanco,"37,91"
Quadro De Distribuição De Embutir 4 Disjuntores Sem Barramento 17860 Amanco,"34,11"
Caixa Luz 4X2 Rosc/Soldável Preta 18280 Amanco,"2,38"
Quadro De Distribuição De Embutir 12 Disjuntores Sem Barramento 18540 Amanco,"52,16"
CAIXA OCTAGONAL 3X3 11346 AMANCO,"5,23"
Quadro De Distribuição De Embutir 8 Disjuntores Sem Barramento 18539 Amanco,"39,81"
CAIXA OCTAGONAL 4X4 11555 AMANCO,"5,61"
Quadro De Distribuição De Embutir 36 Disjuntores Com Barramento Mosaico 17992 Amanco,"174,71"
Caixa Luz 4X4 Rosc/Soldável Preta 11557 Amanco,"4,66"
Quadro De Distribuição De Embutir 8 Disjuntores Com Barramento Mosaico 17864 Amanco,"58,81"
Filtro Linha Prof 4Tom Biv Bco 34001 Ilumi,"36,96"
Caixa De Passagem Pequena 17889 Amanco,"24,61"
"CAIXA OCTAGONAL COM SUPORTE 250MM LARANJA 16459 AMANCO, ","10,36"
Quadro De Distribuição De Embutir 24 Disjuntores Sem Barramento 18541 Amanco,"108,78"
Cabo Para Pá D 11156/012 Tramontina,"30,40"
Eletroduto Corrugado Flex 25Mmx7M Amanco,"17,67"
Eletroduto Corrugado Flex 32Mmx25Mt Amanco,"50,26"
Eletroduto Corrugado Flex 25Mmx50Mt Amanco,"66,41"
Eletroduto Corrugado Flex 20Mmx7M Amanco,"12,26"
Quadro De Distribuição De Embutir 8 Disjuntores Com Barramento 17861 Amanco,"74,96"
Eletroduto Corrugado Flex Laranja 25Mmx50M Amanco,"96,90"
Eletroduto Corrugado Flex 20Mmx50Mt Amanco,"56,91"
Eletroduto Corrugado Flex 32Mmx7Mt Amanco,"24,61"
CURVA 90 LONGA P/ELETRODUTO ROSCAVEL 1 93668 AMANCO,"3,79"
"ELETRODUTO ROSCÁVEL 1""3M 11445 AMANCO","14,06"
ELETRODUTO ROSCÁVEL 3/4X 3M 11452 AMANCO,"9,31"
"CAIXA OCTAGONAL COM SUPORTE 300MM LARANJA 16460 AMANCO, , ","11,31"
CURVA 90 LONGA ELETRODUTO ROSCAVEL 1.1/2 11589 AMANCO,"8,46"
Passa Fio C/Alma De Aco 20M Cortag,"40,76"
Bebedouro De Mesa Bivolt Agratto,"237,41"
Caixa De Passagem Grande 17999 Amanco,"72,11"
Cabo Para Marreta 11019/040 Tramontina,"13,21"
CURVA 90 LONGA ELETRODUTO ROSC 3/4 93667 AMANCO,"2,76"
Transformador 500Va Bv Force Line,"66,41"
"Alicate Bico Meia Cana 6""  Cabo  Laranja/Preto - Eda","13,78"
"Alicate Universal 8"" Cabo Amarelo Com Preto 7Za  Eda","28,41"
Alicate Para Descascar Fios 3Ss Eda,"11,88"
Alicate De Pressão 10'' 41070/110 Tramontina,"43,61"
Alicate Rebitador 8Vj Eda,"28,41"
"Alicate Universal 8"" 2Fz Eda","14,16"
"Alicate Diagonal 6"" Cabo Laranja/Preto - Eda","13,21"
"Alicate Universal 8"" Laranja/Preto  8Vl Eda","17,01"
Alicate Bomba D'Agua 10 41066/110 Tramontina,"73,63"
"Alicate Diagonal 6"" Cabo Amarelo Preto 7Zc Eda","18,91"
Alicate Universal 8'' 41001/18 Tramontina,"28,41"
Alicate Diagonal 06'' 44002/106 Tramontina,"54,91"
Alicate Bico Meia Cana 6'' 41008/106 Tramontina,"37,91"
Alicate Diagonal 06'' 41006/106 Tramontina,"37,53"
Ancinho Curvo 14D Com Cabo 150Cm Tramontina,"32,30"
Ancinho Com Cabo Madeira 77909/001 Tramontina,"9,41"
Ancinho Com Cabo 14D 120Cm 77110/644 Tramontina,"20,43"
Pazinha Estreita Com Cabo De Madeira 77908/001 Tramontina,"8,46"
Arco De Serra 12'' 6Tl Eda,"13,21"
Serrote de Poda 12 43291/012 Tramontina,"26,51"
Serrote 18 Utility 43200/018 Tramontina,"32,78"
Serrote 24'' Amarelo E Preto Com Cabo Plastico 8Yj Eda,"28,41"
Serrote 22 Profissional 43240/022 Tramontina,"47,41"
Serrote 16 Utility 43204/916 Tramontina,"25,65"
Arco De Serra Regulavel 12''43302/012 Tramontina,"42,66"
Serrote 20'' Cabo Plastico Amarelo E Preto 8Yh Eda,"22,80"
Estabilizador 300Va 115V 4 Tomadas Bv Force Line,"94,91"
Transformador 2000Va  Bv Force Line,"142,41"
"Alicate Bico Meia Cana 6"" Cabo Amarelo Com Preto 7Zb  Eda","17,96"
Pazinha Larga Com Cabo De Madeira 77907/001 Tramontina,"8,46"
"Chave Allen 10 Peças 1,5 A 10Mm  3Ln  Eda","9,41"
Chave Biela 10Mm 42805/110 Tramontina,"17,01"
Chave Biela 14Mm 42805/114 Tramontina,"21,76"
Chave Biela 17Mm 42805/117 Tramontina,"23,66"
Chave Biela 16Mm 42805/116 Tramontina,"18,91"
Chave Biela 19Mm 42805/119 Tramontina,"25,56"
Chave Biela 8Mm 42805/108 Tramontina,"16,06"
Chave Biela 18Mm 42805/118 Tramontina,"24,61"
Carro Troley 5T P/Talha Corrente Terra,"1.105,71"
Chave Ajustavel 10  2Gq  Eda,"36,96"
Chave Biela 13Mm 42805/113 Tramontina,"20,81"
Bomba Submersa Esub-3/9 1/2 Cv Mono110V Eletroplas,"737,68"
"Bomba Submersa Esub-3/21 1,5Cv Mon 220V Eletroplas","1.135,25"
Bomba Submersa Esub-3/6 1/3Cv Mono220V Eletroplas,"652,56"
"Bomba Submersa Esub-3/21 1,5Cv Mon 110V Eletroplas","1.135,25"
Bomba Submersa Esub-3/18 1Cv Mono 220V Eletroplas,"993,70"
Bomba Submersa Esub-3/18 1Cv Mono 110V Eletroplas,"993,70"
Bomba Submersa Esub-3/13 3/4Cv Mon 220V Eletroplas,"936,61"
Bomba Submersa Esub-3/13 3/4Cv Mon 110V Eletroplas,"936,61"
Bomba Submerca Esub-3/6 1/3 Cv Mon 110V Eletroplas,"652,56"
"Motosserra a Gasolina  24,4Cc 0,94Hp Mt260 Terra","711,55"
Rocadeira Lateral Gasolina Grh-430 Terra,"550,91"
Pistola De Cola Quente Elétrica 30W Bivolt Tramontina,"60,71"
Pistola Para Pintura Compact Tpc350W 220V Terra,"201,40"
Pistola Para Pintura Compact Tpc350W 110V Terra,"189,05"
Roçadeira Mult 4 Em 1 Grm430 43Cc Motor 2T Terra,"1.430,70"
Roçadeira Gr-430 43Cc Motor 2T Terra,"706,71"
Ferro de Soldávela 30W  127V  9Xc  Eda,"17,96"
Ferro De Solfa 30W  220V  9Xf  Eda,"17,96"
Ferro de Soldávela 25W 220V 43752/503 Tramontina,"30,31"
Ferro de Soldávela 25W 110V 43752/502 Tramontina,"30,31"
Serra Copo 25Mm Power Change Progressor Bosch,"23,56"
Talhadeira Standard Sds-Max 25X400Mm Bosch,"53,20"
Lamina De Serra Tico-Tico T345Xf C/3Un Bosch,"40,76"
Broca Guia Hss-Co Bosch,"30,40"
Adaptador Power Change Encaixe Sds-Plus Bosch,"41,71"
Disco Para Serra Circular Eco D254X80T Bosch,"199,50"
Disco Para Serra Circular Eco D254X60T Bosch,"150,77"
Broca Videa Concreto 9Mmx120Mm Bosch,"12,83"
Disco Para Serra Circular Eco D254X40T Bosch,"128,16"
Broca Videa Concreto 6.5Mmx100Mm Bosch,"8,08"
Disco Para Serra Circular Eco D235X60T Bosch,"101,56"
Disco Para Serra Circular Eco D235X40T Bosch,"85,41"
Broca Chata 13Mm X 152Mm Self Cut Bosch,"14,16"
Disco Para Serra Circular Eco D235X24T Bosch,"69,26"
Broca Videa Concreto 12Mmx150Mm Bosch,"18,91"
Broca Chata 8Mm X 152Mm Self Cut Bosch,"12,26"
"ESMERILHADEIRA GWS 850 220V M14 06013775E0000 BOSCH, , , ","284,81"
Broca Chata 6Mm X 152Mm Self Cut Bosch,"11,31"
Esmerilhadeira Ang 9 17A2 Gws 20-230 220V Bosch,"569,91"
Moto Esmeril Monofásico Pot.Absor 360W 220V 60Hz  Motomil,"170,91"
Esmerilhadeira Ang 7 17A1 Gws 20-180 220V Bosch,"549,96"
Esmerilhadeira Angular 800W Dwe4020 Dewalt,"340,01"
ESMERILHADEIRA GWS 850 127V M14 BOSCH,"284,91"
Moto Esmeril Monofásico Pot.Absor 360W 110V 60Hz Motomil,"170,91"
Furadeira De Impacto Gsb 13 Re + Kit C/5 Bits Bosch,"303,05"
"Esmerilhadeira 9"" Angular 2400W 220V Agm1098P Ferm","684,48"
Parafusadeira / Furadeira De Impacto 1/2'' 20 Volts Bivolt - Dewalt Dcd776Lc1,"636,41"
Furadeira De Impacto 6600 10Mm-570W 1Vel 220V Skil,"142,41"
Furadeira Impacto Gsb 450 Re Std 450W 127V Bosch,"189,05"
FURADEIRA E PARAFUSADEIRA À BATERIA 12V GSR 1000 SMART BOSCH,"318,16"
Furadeira De Impacto Vvr 1/2 600W  220V  Stanley,"227,91"
Parafusadeira / Furador Bateria 3/8 12V Dewalt,"465,41"
Furadeira De Impacto 710W Dwd502B2 220V Dewalt,"284,91"
"PARAFUSADEIRA/FURADEIRA  127V 1447 GSR 7-14E CABO BOSCH, ","256,41"
Parafusadeira /Furad 1447 Gsr 7-14E 220V Cb Bosch,"284,91"
"Parafusadeira Bateria 3,6V Go Bosch","208,91"
Parafusadeira/ Furad Bateria Gsb180 Li Bosch,"854,91"
Furadeira De Impacto De 3/8 Pol. 560W 220V Linha Standard - Black+Decker-Tm500,"123,41"
Medidor De Distancia Laser  Tlm100 - 30M Stanley,"188,96"
"Furadeira 1/2"" 710W 13Mm Pdm1050P Ferm","330,51"
Lixadeira Orbital 1/4 220V Dwe6411B2 Dewalt,"286,81"
Lixadeira De Cinta 7640  220V Skil,"619,40"
Martelete Perf Romp 112A0 Gbh 2-24 D 220V Bosch,"699,90"
LIXADEIRA EXCENTRICA GEX 125-1 AE 220V BOSCH,"446,41"
Martelo Unha 25Mm 40376/ 025 Tramontina,"20,90"
"Lixadeira Orbital 105Mm 1/4"" 220V Psm1028P Ferm","292,51"
"Martelete Eletronico Sds Plus 800W D25133K-B2 Dewalt , ","635,55"
Laser De Linha Com Nivel Automatico Dw088K Dewalt,"649,71"
Lavadora Alta Pressao 1200W 220V Tramontina,"332,41"
Serra Tico Tico 600W 220V  Sts0600K-B2  Stanley,"351,41"
Martelete Perf/Romped 800W Sds 220V Hdm1038P Ferm,"579,41"
Serra Tico Tico 500W 220V Dw300B2  Dewalt,"417,91"
"Serra Marmore Titan Gdc 150 1.500W 5"" 127V Bosch","313,41"
Serra Circular 1050W 190Mm 220V Csm1041P Ferm,"572,38"
"Motosserra a Gasolina 52Cc 2,5Hp Tr5200 Terra","816,05"
Serra Tico Tico 400W + Sargento  220V Skil,"245,01"
Serra Tico-Tico 450W 220V Jsm1028P Ferm,"398,91"
Motobomba Auto Escorvante 1.1/2 À Gasolina 2T 43Cc 404.120 Terra,"848,26"
Perfurador De Solo Ps520 Gasolina 52Cc Terra,"1.472,41"
Resistência Para Adv/Top Jet Ele 220V 7500W 3056F Lorezetti,"32,21"
Ducha Higienica F31 Branca 7140002 Lorenzetti,"61,66"
Roçadeira Lateral À Gasolina 2T 26Cc Gr-260 Terra,"601,26"
Ducha Fashion 7500W 220V Br Lorenzetti,"62,61"
SERRA MARMORE 115MM 1200W 220V STANLEY,"255,55"
Resistência para Duo Show 220V 6800W 3060B Lorenzetti,"29,45"
Resistencia Para Jet/ Turbo Jet/ Jet Control 3055-R 220V Lorenzetti,"34,11"
Ducha Duo Shower Quad Multi 7500W 220V Lorenzetti,"142,41"
Ducha Bella Turbo 4 Temperaturas 6800W  220V  Lorenzetti,"151,91"
Resistência para Storm/Star 220V 7800W 3065-B Lorenzetti,"49,40"
Ducha Bella Ducha 4 Temperaturas 6800W 220V Azul Lorenzetti,"56,91"
Resistência Para Advanced E Topjet 220V 6400W 3055-P Lorenzetti,"22,80"
Ducha Bello Banho + Braço 550W 220V Lorenzetti,"49,40"
Resistência Para Torn Lor Easy 220V 5500W 3056P2 Lorenzetti,"25,56"
"Ducha Higienica 1,2M C41 7140067 Lorenzetti","154,76"
Ducha Lorenducha Com Braco 6800W 220V Lorenzetti,"75,91"
Ducha Acqua Star Ultra 7800W 220V Branco e Cromado Lorenzetti,"284,91"
Ducha Duo Shower Multi 6800W 220V Lorenzetti,"142,41"
Ducha Acqua Wave Ultra 7800W 220V Black Cromado Lorenzetti,"303,91"
Braço P/ Chuveiro Cromado 7520016 Lorenzetti,"37,91"
Campainha Sem Fio Digital Force Line,"66,41"
Ducha Top Jet Eletronico 7500W 220V Lorenzetti,"109,16"
SERRA MARMORE 115MM 1200W 127V STANLEY,"255,55"
